user_id,item_id,rating,timestamp,age,gender,occupation,zipcode,title,release_date,genres
766,172,3,891309052,42,M,other,10960,"Empire Strikes Back, The",1980,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'War']"
758,865,4,881975005,27,M,student,53706,"Ice Storm, The",1997,['Drama']
256,291,5,882152630,35,F,none,39042,Absolute Power,1997,"['Mystery', 'Thriller']"
851,234,4,875731189,18,M,other,29646,Jaws,1975,"['Action', 'Horror']"
381,303,3,892697999,33,M,artist,94608,Ulee's Gold,1997,['Drama']
663,173,3,889493818,26,M,other,19341,"Princess Bride, The",1987,"['Action', 'Adventure', 'Comedy', 'Romance']"
564,298,3,888730534,65,M,retired,94591,Face/Off,1997,"['Action', 'Sci-Fi', 'Thriller']"
379,651,4,880568511,44,M,programmer,98117,Glory,1989,"['Action', 'Drama', 'War']"
144,64,5,888105140,53,M,programmer,20910,"Shawshank Redemption, The",1994,['Drama']
543,982,3,877452676,33,M,scientist,95123,Maximum Risk,1996,"['Action', 'Adventure', 'Thriller']"
417,131,4,879647254,27,F,other,48103,Breakfast at Tiffany's,1961,"['Drama', 'Romance']"
385,715,3,879446671,36,M,writer,10003,To Die For,1995,"['Comedy', 'Drama']"
159,254,3,884026738,23,F,student,55346,Batman & Robin,1997,"['Action', 'Adventure', 'Crime']"
85,325,2,879452386,51,M,educator,20003,Crash,1997,"['Drama', 'Thriller']"
707,882,4,879439382,56,F,librarian,19146,Washington Square,1997,['Drama']
178,8,4,882826556,26,M,other,49512,Babe,1995,"[""Children's"", 'Comedy', 'Drama']"
151,147,2,879524947,38,F,administrator,48103,"Long Kiss Goodnight, The",1996,"['Action', 'Thriller']"
165,223,4,879525894,20,F,other,53715,Sling Blade,1996,"['Drama', 'Thriller']"
551,509,4,892777274,25,M,programmer,55414,My Left Foot,1989,['Drama']
328,511,4,885045678,51,M,administrator,06779,Lawrence of Arabia,1962,"['Adventure', 'War']"
503,463,1,880383126,50,F,writer,27514,"Secret of Roan Inish, The",1994,['Adventure']
796,48,3,892663090,32,F,writer,33755,Hoop Dreams,1994,['Documentary']
236,705,4,890116402,44,F,writer,53214,Singin' in the Rain,1952,"['Musical', 'Romance']"
639,1065,1,891239030,42,F,librarian,12065,Koyaanisqatsi,1983,"['Documentary', 'War']"
591,435,4,891031724,57,F,librarian,92093,Butch Cassidy and the Sundance Kid,1969,"['Action', 'Comedy', 'Western']"
551,1518,4,892785363,25,M,programmer,55414,Losing Isaiah,1995,['Drama']
233,212,5,877665324,38,M,engineer,98682,"Unbearable Lightness of Being, The",1988,['Drama']
715,239,4,875963867,21,M,technician,91206,Sneakers,1992,"['Crime', 'Drama', 'Sci-Fi']"
532,914,5,893118711,20,M,student,92705,Wild Things,1998,"['Crime', 'Drama', 'Mystery', 'Thriller']"
533,443,3,879191595,43,M,librarian,02324,"Birds, The",1963,['Horror']
883,724,4,891696689,49,M,librarian,50266,Circle of Friends,1995,"['Drama', 'Romance']"
461,269,3,885355705,15,M,student,98102,"Full Monty, The",1997,['Comedy']
269,108,5,891457067,31,F,librarian,43201,Kids in the Hall: Brain Candy,1996,['Comedy']
128,193,3,879967249,24,F,marketing,20009,"Right Stuff, The",1983,['Drama']
843,588,2,879447579,35,M,librarian,44212,Beauty and the Beast,1991,"['Animation', ""Children's"", 'Musical']"
554,121,4,876232267,32,M,scientist,62901,Independence Day (ID4),1996,"['Action', 'Sci-Fi', 'War']"
95,239,3,879198262,31,M,administrator,10707,Sneakers,1992,"['Crime', 'Drama', 'Sci-Fi']"
629,566,5,880117395,46,F,other,44224,Clear and Present Danger,1994,"['Action', 'Adventure', 'Thriller']"
394,96,5,880886919,25,M,administrator,96819,Terminator 2: Judgment Day,1991,"['Action', 'Sci-Fi', 'Thriller']"
339,636,4,891035248,35,M,lawyer,37901,Escape from New York,1981,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
593,293,1,877727988,31,F,educator,68767,Donnie Brasco,1997,"['Crime', 'Drama']"
686,474,5,879545413,32,M,educator,26506,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,"['Sci-Fi', 'War']"
782,338,2,891498676,21,F,artist,33205,Bean,1997,['Comedy']
276,408,5,874786467,21,M,student,95064,"Close Shave, A",1996,"['Animation', 'Comedy', 'Thriller']"
634,14,3,875728783,39,M,engineer,T8H1N,"Postino, Il",1994,"['Drama', 'Romance']"
394,62,4,881132876,25,M,administrator,96819,Stargate,1994,"['Action', 'Adventure', 'Sci-Fi']"
508,1135,3,883777382,27,M,marketing,19382,"Doors, The",1991,"['Drama', 'Musical']"
543,144,4,874863269,33,M,scientist,95123,Die Hard,1988,"['Action', 'Thriller']"
184,642,4,889909446,37,M,librarian,76013,"Grifters, The",1990,"['Crime', 'Drama', 'Film-Noir']"
92,1074,3,875907535,32,M,entertainment,80525,Reality Bites,1994,"['Comedy', 'Drama']"
407,152,4,875043826,29,M,engineer,03261,Sleeper,1973,"['Comedy', 'Sci-Fi']"
90,328,3,891382490,60,M,educator,78155,Conspiracy Theory,1997,"['Action', 'Mystery', 'Romance', 'Thriller']"
768,756,3,883835053,29,M,administrator,12866,Father of the Bride Part II,1995,['Comedy']
201,924,3,884140751,27,M,writer,E2A4H,White Squall,1996,"['Adventure', 'Drama']"
236,729,5,890118372,44,F,writer,53214,Nell,1994,['Drama']
403,471,5,879785822,37,M,other,06811,Courage Under Fire,1996,"['Drama', 'War']"
804,584,4,879444964,39,M,educator,61820,"Secret Garden, The",1993,"[""Children's"", 'Drama']"
1,111,5,889751711,24,M,technician,85711,"Truth About Cats & Dogs, The",1996,"['Comedy', 'Romance']"
237,180,4,879376730,49,M,administrator,63146,Apocalypse Now,1979,"['Drama', 'War']"
4,301,5,892002353,24,M,technician,43537,In & Out,1997,['Comedy']
456,1017,4,881372574,24,M,technician,31820,Trees Lounge,1996,['Drama']
703,1012,4,875242852,26,M,educator,49512,Private Parts,1997,"['Comedy', 'Drama']"
142,338,2,888640199,13,M,other,48118,Bean,1997,['Comedy']
690,53,2,881180005,35,M,salesman,63304,Natural Born Killers,1994,"['Action', 'Thriller']"
707,815,2,880060609,56,F,librarian,19146,One Fine Day,1996,"['Drama', 'Romance']"
379,195,3,880525368,44,M,programmer,98117,"Terminator, The",1984,"['Action', 'Sci-Fi', 'Thriller']"
324,301,5,880575108,21,F,student,02176,In & Out,1997,['Comedy']
199,751,3,883782557,30,M,writer,17604,Tomorrow Never Dies,1997,"['Action', 'Romance', 'Thriller']"
429,1,3,882385785,27,M,student,29205,Toy Story,1995,"['Animation', ""Children's"", 'Comedy']"
417,174,3,879647498,27,F,other,48103,Raiders of the Lost Ark,1981,"['Action', 'Adventure']"
339,772,4,891032413,35,M,lawyer,37901,Kids,1995,['Drama']
293,724,3,888907061,24,M,writer,60804,Circle of Friends,1995,"['Drama', 'Romance']"
72,121,3,880036048,48,F,administrator,73034,Independence Day (ID4),1996,"['Action', 'Sci-Fi', 'War']"
870,428,4,875050672,22,M,student,65203,Harold and Maude,1971,['Comedy']
640,81,5,874777735,20,M,student,61801,"Hudsucker Proxy, The",1994,"['Comedy', 'Romance']"
524,22,3,884634731,56,M,educator,02159,Braveheart,1996,"['Action', 'Drama', 'War']"
198,175,3,884207239,21,F,student,55414,Brazil,1985,['Sci-Fi']
96,200,5,884403215,25,F,artist,75206,"Shining, The",1980,['Horror']
940,271,2,884801053,32,M,administrator,02215,Starship Troopers,1997,"['Action', 'Adventure', 'Sci-Fi', 'War']"
479,235,3,879460503,30,M,educator,55409,Mars Attacks!,1996,"['Action', 'Comedy', 'Sci-Fi', 'War']"
122,661,4,879270327,32,F,writer,22206,High Noon,1952,['Western']
456,9,3,881372328,24,M,technician,31820,Dead Man Walking,1995,['Drama']
896,742,1,887159464,28,M,writer,91505,Ransom,1996,"['Drama', 'Thriller']"
62,715,2,879375912,27,F,administrator,97214,To Die For,1995,"['Comedy', 'Drama']"
585,919,2,891283681,69,M,librarian,98501,"City of Lost Children, The",1995,"['Adventure', 'Sci-Fi']"
789,1008,4,880332365,29,M,other,55420,I Shot Andy Warhol,1996,['Drama']
768,815,3,880135963,29,M,administrator,12866,One Fine Day,1996,"['Drama', 'Romance']"
361,228,4,879441285,22,M,student,44074,Star Trek: The Wrath of Khan,1982,"['Action', 'Adventure', 'Sci-Fi']"
359,930,4,886453402,22,M,student,61801,Chain Reaction,1996,"['Action', 'Adventure', 'Thriller']"
269,1103,5,891447773,31,F,librarian,43201,Trust,1990,"['Comedy', 'Drama']"
774,62,2,888557520,30,M,student,80027,Stargate,1994,"['Action', 'Adventure', 'Sci-Fi']"
276,431,3,874977474,21,M,student,95064,Highlander,1986,"['Action', 'Adventure']"
435,21,4,884134134,24,M,engineer,60007,Muppet Treasure Island,1996,"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']"
110,184,1,886988631,19,M,student,77840,Army of Darkness,1993,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']"
537,121,1,886030380,36,M,engineer,22902,Independence Day (ID4),1996,"['Action', 'Sci-Fi', 'War']"
333,435,4,891045245,47,M,other,V0R2M,Butch Cassidy and the Sundance Kid,1969,"['Action', 'Comedy', 'Western']"
373,1113,1,877099968,24,F,other,55116,Mrs. Parker and the Vicious Circle,1994,['Drama']
416,106,3,876697913,20,F,student,92626,Diabolique,1996,"['Drama', 'Thriller']"
87,804,3,879877083,47,M,administrator,89503,Jimmy Hollywood,1994,['Comedy']
490,117,1,875427948,29,F,artist,V5A2B,"Rock, The",1996,"['Action', 'Adventure', 'Thriller']"
227,1010,3,879035637,46,M,executive,60659,Basquiat,1996,['Drama']
532,139,5,874792232,20,M,student,92705,"Love Bug, The",1969,"[""Children's"", 'Comedy']"
130,622,3,875802173,20,M,none,60115,Swiss Family Robinson,1960,"['Adventure', ""Children's""]"
305,212,3,886324058,23,M,programmer,94086,"Unbearable Lightness of Being, The",1988,['Drama']
727,385,3,883710994,25,M,student,78741,True Lies,1994,"['Action', 'Adventure', 'Comedy', 'Romance']"
228,137,1,889388662,21,F,student,22003,Big Night,1996,['Drama']
18,162,4,880131326,35,F,other,37212,On Golden Pond,1981,['Drama']
13,308,3,881514726,47,M,educator,29206,FairyTale: A True Story,1997,"[""Children's"", 'Drama', 'Fantasy']"
541,99,4,883874717,19,F,student,84302,Snow White and the Seven Dwarfs,1937,"['Animation', ""Children's"", 'Musical']"
542,175,3,886532762,21,M,student,60515,Brazil,1985,['Sci-Fi']
23,472,2,874784972,30,F,artist,48197,Dragonheart,1996,"['Action', 'Adventure', 'Fantasy']"
450,133,5,882373019,35,F,educator,11758,Gone with the Wind,1939,"['Drama', 'Romance', 'War']"
269,717,1,891456493,31,F,librarian,43201,"Juror, The",1996,"['Drama', 'Thriller']"
305,76,1,886323506,23,M,programmer,94086,Carlito's Way,1993,"['Crime', 'Drama']"
304,111,3,884968264,22,F,student,71701,"Truth About Cats & Dogs, The",1996,"['Comedy', 'Romance']"
251,468,2,886271641,28,M,doctor,85032,Rudy,1993,['Drama']
851,295,5,874728370,18,M,other,29646,Breakdown,1997,"['Action', 'Thriller']"
756,30,4,874827283,30,F,none,90247,Belle de jour,1967,['Drama']
90,659,4,891384357,60,M,educator,78155,Arsenic and Old Lace,1944,"['Comedy', 'Mystery', 'Thriller']"
91,484,4,891438977,55,M,marketing,01913,"Maltese Falcon, The",1941,"['Film-Noir', 'Mystery']"
246,11,4,884922512,19,M,student,28734,Seven (Se7en),1995,"['Crime', 'Thriller']"
689,257,5,876676397,25,M,other,45439,Men in Black,1997,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
625,652,4,891262983,27,M,programmer,20723,Rosencrantz and Guildenstern Are Dead,1990,"['Comedy', 'Drama']"
301,393,3,882078735,24,M,student,55439,Mrs. Doubtfire,1993,['Comedy']
714,250,5,892777876,26,M,engineer,55343,"Fifth Element, The",1997,"['Action', 'Sci-Fi']"
311,654,3,884365075,32,M,technician,73071,Chinatown,1974,"['Film-Noir', 'Mystery', 'Thriller']"
552,1095,3,879222738,45,M,other,68147,High School High,1996,['Comedy']
436,658,5,887769673,30,F,administrator,17345,Pump Up the Volume,1990,['Drama']
234,474,4,892317967,60,M,retired,94702,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,"['Sci-Fi', 'War']"
1,186,4,875073128,24,M,technician,85711,"Blues Brothers, The",1980,"['Action', 'Comedy', 'Musical']"
385,1411,3,879447873,36,M,writer,10003,Barbarella,1968,"['Adventure', 'Sci-Fi']"
130,1016,4,874953698,20,M,none,60115,Con Air,1997,"['Action', 'Adventure', 'Thriller']"
184,423,4,889909409,37,M,librarian,76013,E.T. the Extra-Terrestrial,1982,"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']"
486,93,4,879874629,39,M,educator,93101,Welcome to the Dollhouse,1996,"['Comedy', 'Drama']"
886,558,3,876031656,20,M,student,61820,Heavenly Creatures,1994,"['Drama', 'Fantasy', 'Thriller']"
569,118,4,879794265,34,M,educator,91903,Twister,1996,"['Action', 'Adventure', 'Thriller']"
712,451,5,874956872,22,F,student,54901,Grease,1978,"['Comedy', 'Musical', 'Romance']"
249,1073,4,879640918,25,M,student,84103,Shallow Grave,1994,['Thriller']
346,780,2,875264904,34,M,other,76059,Dumb & Dumber,1994,['Comedy']
932,168,5,891250746,58,M,educator,06437,Monty Python and the Holy Grail,1974,['Comedy']
396,25,3,884646191,57,M,engineer,94551,"Birdcage, The",1996,['Comedy']
312,730,3,891699568,48,M,other,02110,"Queen Margot (Reine Margot, La)",1996,"['Drama', 'Romance']"
741,77,3,891455671,25,M,writer,63108,"Firm, The",1993,"['Drama', 'Thriller']"
13,25,1,882141686,47,M,educator,29206,"Birdcage, The",1996,['Comedy']
363,172,5,891495711,20,M,student,87501,"Empire Strikes Back, The",1980,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'War']"
380,419,3,885479124,32,M,engineer,55117,Mary Poppins,1964,"[""Children's"", 'Comedy', 'Musical']"
347,1244,3,881653300,18,M,student,90210,Metro,1997,['Action']
201,1103,3,884140487,27,M,writer,E2A4H,Trust,1990,"['Comedy', 'Drama']"
588,597,4,890026543,18,F,student,93063,Eraser,1996,"['Action', 'Thriller']"
843,380,3,879448262,35,M,librarian,44212,Star Trek: Generations,1994,"['Action', 'Adventure', 'Sci-Fi']"
453,3,4,877552717,18,M,student,06333,Four Rooms,1995,['Thriller']
497,840,3,879310679,20,M,student,50112,Last Man Standing,1996,"['Action', 'Drama', 'Western']"
537,458,3,886030176,36,M,engineer,22902,Nixon,1995,['Drama']
918,166,4,891987238,40,M,scientist,70116,Manon of the Spring (Manon des sources),1986,['Drama']
264,637,4,886122446,36,F,writer,90064,"Howling, The",1981,"['Comedy', 'Horror']"
405,1267,1,885546379,22,F,healthcare,10019,Clockers,1995,['Drama']
222,568,5,878183481,29,M,programmer,27502,Speed,1994,"['Action', 'Romance', 'Thriller']"
10,604,4,877892110,53,M,lawyer,90703,It Happened One Night,1934,['Comedy']
551,186,5,892783142,25,M,programmer,55414,"Blues Brothers, The",1980,"['Action', 'Comedy', 'Musical']"
275,419,3,880314383,38,M,engineer,92064,Mary Poppins,1964,"[""Children's"", 'Comedy', 'Musical']"
291,236,4,874834128,19,M,student,44106,Citizen Ruth,1996,"['Comedy', 'Drama']"
501,121,4,883347023,22,M,student,10025,Independence Day (ID4),1996,"['Action', 'Sci-Fi', 'War']"
488,69,4,891294209,48,M,technician,21012,Forrest Gump,1994,"['Comedy', 'Romance', 'War']"
749,151,5,878846783,33,M,other,80919,Willy Wonka and the Chocolate Factory,1971,"['Adventure', ""Children's"", 'Comedy']"
843,99,2,879448751,35,M,librarian,44212,Snow White and the Seven Dwarfs,1937,"['Animation', ""Children's"", 'Musical']"
128,1035,3,879968921,24,F,marketing,20009,Cool Runnings,1993,['Comedy']
374,252,3,880394179,36,M,executive,78746,"Lost World: Jurassic Park, The",1997,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
102,219,2,888803149,38,M,programmer,30220,"Nightmare on Elm Street, A",1984,['Horror']
256,1119,3,882165032,35,F,none,39042,Some Kind of Wonderful,1987,"['Drama', 'Romance']"
294,825,3,877820272,34,M,technician,92110,"Arrival, The",1996,"['Action', 'Sci-Fi', 'Thriller']"
883,922,5,891717963,49,M,librarian,50266,Dead Man,1996,['Western']
489,324,3,891445320,55,M,other,45218,Lost Highway,1997,['Mystery']
286,208,4,877531942,27,M,student,15217,Young Frankenstein,1974,"['Comedy', 'Horror']"
892,100,5,886607642,36,M,other,45243,Fargo,1997,"['Crime', 'Drama', 'Thriller']"
367,876,3,876689418,17,M,student,37411,Money Talks,1997,"['Action', 'Comedy']"
346,157,3,874950966,34,M,other,76059,Platoon,1986,"['Drama', 'War']"
618,507,4,891309239,15,F,student,44212,"Streetcar Named Desire, A",1951,['Drama']
293,455,2,888905229,24,M,writer,60804,Jackie Chan's First Strike,1997,['Action']
560,111,3,879976731,32,M,student,10003,"Truth About Cats & Dogs, The",1996,"['Comedy', 'Romance']"
486,336,2,879874218,39,M,educator,93101,Playing God,1997,"['Crime', 'Thriller']"
807,588,5,892530251,41,F,healthcare,93555,Beauty and the Beast,1991,"['Animation', ""Children's"", 'Musical']"
90,644,5,891384065,60,M,educator,78155,"Thin Blue Line, The",1988,['Documentary']
889,381,4,880180784,24,M,technician,78704,Muriel's Wedding,1994,"['Comedy', 'Romance']"
334,505,4,891546405,32,M,librarian,30002,Dial M for Murder,1954,"['Mystery', 'Thriller']"
477,15,4,875941863,23,F,student,02125,Mr. Holland's Opus,1996,['Drama']
116,661,4,876454023,40,M,healthcare,97232,High Noon,1952,['Western']
222,38,2,878185102,29,M,programmer,27502,"Net, The",1995,"['Sci-Fi', 'Thriller']"
486,301,4,879874113,39,M,educator,93101,In & Out,1997,['Comedy']
496,99,3,876066598,21,F,student,55414,Snow White and the Seven Dwarfs,1937,"['Animation', ""Children's"", 'Musical']"
621,180,4,885596944,17,M,student,60402,Apocalypse Now,1979,"['Drama', 'War']"
471,1,4,889827881,10,M,student,77459,Toy Story,1995,"['Animation', ""Children's"", 'Comedy']"
354,313,3,891180399,29,F,librarian,48197,Titanic,1997,"['Action', 'Drama', 'Romance']"
593,631,3,886194296,31,F,educator,68767,"Crying Game, The",1992,"['Action', 'Drama', 'Romance', 'War']"
117,25,4,881009470,20,M,student,16125,"Birdcage, The",1996,['Comedy']
323,79,4,878739829,21,M,student,19149,"Fugitive, The",1993,"['Action', 'Thriller']"
425,540,2,878738486,19,M,student,58644,Money Train,1995,['Action']
535,461,3,879617663,45,F,educator,80302,Smoke,1995,['Drama']
226,69,4,883889430,28,M,student,92103,Forrest Gump,1994,"['Comedy', 'Romance', 'War']"
21,878,2,874951039,26,M,writer,30068,That Darn Cat!,1997,"[""Children's"", 'Comedy', 'Mystery']"
643,203,4,891446956,39,M,scientist,55122,Unforgiven,1992,['Western']
291,706,3,874867785,19,M,student,44106,Bad Moon,1996,['Horror']
399,1480,3,882350899,25,M,other,92374,Herbie Rides Again,1974,"['Adventure', ""Children's"", 'Comedy']"
291,231,3,874835024,19,M,student,44106,Batman Returns,1992,"['Action', 'Adventure', 'Comedy', 'Crime']"
654,535,3,887863962,27,F,student,78739,Addicted to Love,1997,"['Comedy', 'Romance']"
81,274,3,876534313,21,M,student,21218,Sabrina,1995,"['Comedy', 'Romance']"
527,197,4,879455740,33,M,librarian,12180,"Graduate, The",1967,"['Drama', 'Romance']"
5,89,5,875636033,33,F,other,15213,Blade Runner,1982,"['Film-Noir', 'Sci-Fi']"
671,576,5,884035939,21,M,programmer,91919,Cliffhanger,1993,"['Action', 'Adventure', 'Crime']"
279,1034,4,875297381,33,M,programmer,85251,"Quest, The",1996,"['Action', 'Adventure']"
234,44,3,892335707,60,M,retired,94702,Dolores Claiborne,1994,"['Drama', 'Thriller']"
883,228,4,891696824,49,M,librarian,50266,Star Trek: The Wrath of Khan,1982,"['Action', 'Adventure', 'Sci-Fi']"
457,45,5,882397133,33,F,salesman,30011,Eat Drink Man Woman,1994,"['Comedy', 'Drama']"
876,48,5,879428481,41,M,other,20902,Hoop Dreams,1994,['Documentary']
276,215,4,874791145,21,M,student,95064,Field of Dreams,1989,['Drama']
292,203,4,881105442,35,F,programmer,94703,Unforgiven,1992,['Western']
181,1008,1,878963276,26,M,executive,21218,I Shot Andy Warhol,1996,['Drama']
84,543,5,883453713,32,M,executive,55369,"Misérables, Les",1995,"['Drama', 'Musical']"
43,496,5,883955605,29,F,librarian,20854,It's a Wonderful Life,1946,['Drama']
359,250,4,886453354,22,M,student,61801,"Fifth Element, The",1997,"['Action', 'Sci-Fi']"
599,934,3,880953441,22,F,student,R3T5K,"Preacher's Wife, The",1996,['Drama']
222,173,5,878183043,29,M,programmer,27502,"Princess Bride, The",1987,"['Action', 'Adventure', 'Comedy', 'Romance']"
267,80,4,878973597,23,M,engineer,83716,Hot Shots! Part Deux,1993,"['Action', 'Comedy', 'War']"
244,886,5,880601905,28,M,technician,80525,"Life Less Ordinary, A",1997,"['Romance', 'Thriller']"
943,485,5,888639523,22,M,student,77841,My Fair Lady,1964,"['Musical', 'Romance']"
6,95,2,883602133,42,M,executive,98101,Aladdin,1992,"['Animation', ""Children's"", 'Comedy', 'Musical']"
846,609,5,883949199,27,M,lawyer,47130,Father of the Bride,1950,['Comedy']
749,510,4,878847404,33,M,other,80919,"Magnificent Seven, The",1954,"['Action', 'Drama', 'Western']"
32,1023,3,883717913,28,F,student,78741,Fathers' Day,1997,['Comedy']
15,929,1,879456168,49,F,educator,97301,Harriet the Spy,1996,"[""Children's"", 'Comedy']"
193,159,4,889124191,29,M,student,49931,Basic Instinct,1992,"['Mystery', 'Thriller']"
486,117,3,879874939,39,M,educator,93101,"Rock, The",1996,"['Action', 'Adventure', 'Thriller']"
417,178,3,879646965,27,F,other,48103,12 Angry Men,1957,['Drama']
804,257,5,879441014,39,M,educator,61820,Men in Black,1997,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
40,316,3,889041643,38,M,scientist,27514,As Good As It Gets,1997,"['Comedy', 'Drama']"
593,1014,1,875659755,31,F,educator,68767,Romy and Michele's High School Reunion,1997,['Comedy']
279,33,4,875308510,33,M,programmer,85251,Desperado,1995,"['Action', 'Romance', 'Thriller']"
480,64,3,891208293,57,M,retired,98257,"Shawshank Redemption, The",1994,['Drama']
844,56,4,877386897,22,M,engineer,95662,Pulp Fiction,1994,"['Crime', 'Drama']"
393,652,3,889729375,19,M,student,83686,Rosencrantz and Guildenstern Are Dead,1990,"['Comedy', 'Drama']"
880,243,2,892958608,13,M,student,83702,Jungle2Jungle,1997,"[""Children's"", 'Comedy']"
661,183,4,876035466,28,M,programmer,98121,Alien,1979,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
790,485,3,885156709,27,M,technician,80913,My Fair Lady,1964,"['Musical', 'Romance']"
642,451,5,885605794,18,F,student,95521,Grease,1978,"['Comedy', 'Musical', 'Romance']"
587,304,4,892871141,26,M,other,14216,Fly Away Home,1996,"['Adventure', ""Children's""]"
235,188,4,889655619,37,M,educator,22973,Full Metal Jacket,1987,"['Action', 'Drama', 'War']"
934,533,3,891189640,61,M,engineer,22902,"Daytrippers, The",1997,['Mystery']
837,151,5,875721734,36,F,artist,55409,Willy Wonka and the Chocolate Factory,1971,"['Adventure', ""Children's"", 'Comedy']"
592,744,3,882608500,18,M,student,97520,Michael Collins,1996,"['Drama', 'War']"
890,474,5,882403587,32,M,student,97301,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,"['Sci-Fi', 'War']"
586,173,3,884059287,20,M,student,79508,"Princess Bride, The",1987,"['Action', 'Adventure', 'Comedy', 'Romance']"
116,331,3,876451911,40,M,healthcare,97232,"Edge, The",1997,"['Adventure', 'Thriller']"
303,805,4,879485475,19,M,student,14853,Manhattan Murder Mystery,1993,"['Comedy', 'Mystery']"
836,258,4,885753475,44,M,artist,10018,Contact,1997,"['Drama', 'Sci-Fi']"
280,550,2,891701764,30,F,librarian,22903,Die Hard: With a Vengeance,1995,"['Action', 'Thriller']"
901,228,5,877131045,38,M,executive,L1V3W,Star Trek: The Wrath of Khan,1982,"['Action', 'Adventure', 'Sci-Fi']"
623,186,3,891034814,50,F,educator,60187,"Blues Brothers, The",1980,"['Action', 'Comedy', 'Musical']"
637,225,3,882904829,30,M,other,74101,101 Dalmatians,1996,"[""Children's"", 'Comedy']"
777,1,4,875979431,63,M,programmer,01810,Toy Story,1995,"['Animation', ""Children's"", 'Comedy']"
346,143,3,874948332,34,M,other,76059,"Sound of Music, The",1965,['Musical']
554,174,5,876550257,32,M,scientist,62901,Raiders of the Lost Ark,1981,"['Action', 'Adventure']"
